time_local,time_search,spd_search,time_dp,spd_dp
351000.0,90003.622,4.330265600892275,90003.622,2.3386556655780346
183000.0,104602.16399999999,4.254018480591768,104602.16399999999,2.4519398693649026
203000.0,99506.117,4.254494904802303,99506.117,2.3780343224573013
183000.0,54308.51499999999,4.23460838468742,54308.51499999999,2.6351820486563025
337000.0,101201.731,4.270499492550555,101201.731,2.3346547668829003
566000.0,358101.571,4.2492326102529665,358101.571,2.1947917577217892
353000.0,166709.49000000002,4.244971930799784,166709.49000000002,2.1934029030633226
347000.0,115200.752,4.205907762627396,115200.752,2.1749315935280387
330000.0,194101.22299999997,4.1972309216341195,194101.22299999997,2.1758016328477408
234000.0,62104.598,4.109257853737492,62104.598,2.1420764610730845
566000.0,230301.38199999998,4.157867597066554,230301.38199999998,2.1379867327244395
540000.0,342903.48600000003,4.147008140679386,342903.48600000003,2.195068996469232
476000.0,232101.394,4.244155847862022,232101.394,2.2286569581090347
498000.0,160502.361,4.151964031666197,160502.361,2.1726029312093864
251000.0,203303.57,4.182172041771772,203303.57,2.17464119266052
145000.0,82903.429,4.153378827202178,82903.429,2.3461573022322195
369000.0,139700.703,4.12275636135892,139700.703,2.1442627737623727
187000.0,115904.581,4.1370152801798445,115904.581,2.1492191126545315
145000.0,91915.60800000001,4.163861765975817,91915.60800000001,2.1649473726221276
